1,bb_shopkeeper_list_01,MP_DMZ_NOTES/BBSHOP_LIST01,0
2,bb_shopkeeper_list_02,MP_DMZ_NOTES/BBSHOP_LIST02,0
3,bb_shopkeeper_list_03,MP_DMZ_NOTES/BBSHOP_LIST03,0
4,bb_shopkeeper_list_04,MP_DMZ_NOTES/BBSHOP_LIST04,0
5,bb_shopkeeper_list_05,MP_DMZ_NOTES/BBSHOP_LIST05,0
6,bb_shopkeeper_list_06,MP_DMZ_NOTES/BBSHOP_LIST06,0
7,bb_shopkeeper_list_07,MP_DMZ_NOTES/BBSHOP_LIST07,0
8,pmc_missile_silo_hint_hydro,PMC_S5/MISSILE_SILO_HINT_HYDRO,0
9,pmc_missile_silo_hint_fishtwn,PMC_S5/MISSILE_SILO_HINT_FISHTWN,0
10,pmc_missile_silo_hint_mtntwn,PMC_S5/MISSILE_SILO_HINT_MTNTWN,0
11,pmc_missile_silo_hint_suburbs_04,PMC_S5/MISSILE_SILO_HINT_SUBURBS_04,0
12,pmc_missile_silo_hint_sira,PMC_S5/MISSILE_SILO_HINT_SIRA,0
13,pmc_missile_silo_hint_caves,PMC_S5/MISSILE_SILO_HINT_CAVES,0
14,pmc_missile_silo_hint_marshland,PMC_S5/MISSILE_SILO_HINT_MARSHLANDS,0
15,pmc_cartel_computer,PMC_S5/CARTEL_LOCATE_EMAIL,0
16,fk_hint_wishing_well,MP_JUP_SM_ISLAND_2/FK_HINT_WISHING_WELL,0
17,fk_hint_keep_armory,MP_JUP_SM_ISLAND_2/FK_HINT_KEEP_ARMORY,0
18,fk_hint_dartboard_old_stash,MP_JUP_SM_ISLAND_2/FK_HINT_DARTBOARD_OLD_STASH,0
19,fk_hint_dartboard_new_stash,MP_JUP_SM_ISLAND_2/FK_HINT_DARTBOARD_NEW_STASH,0
20,fk_hint_vault,MP_JUP_SM_ISLAND_2/FK_HINT_VAULT,0
21,fk_hint_bank_job,MP_JUP_SM_ISLAND_2/FK_HINT_BANK_JOB,0
22,fk_hint_lab_reactor,MP_JUP_SM_ISLAND_2/FK_HINT_LAB_REACTOR,0
23,fk_hint_lab_infestation,MP_JUP_SM_ISLAND_2/FK_HINT_LAB_INFESTATION,0
24,fk_hint_lab_ww,MP_JUP_SM_ISLAND_2/FK_HINT_LAB_WW,0
25,fk_hint_konni_objectives,MP_JUP_SM_ISLAND_2/FK_HINT_KONNI_OBJECTIVES,0
26,fk_hint_lighthouse,MP_JUP_SM_ISLAND_2/FK_HINT_LIGHTHOUSE,0
27,fk_hint_cocktail,MP_JUP_SM_ISLAND_2/FK_HINT_COCKTAIL,0
28,fk_hint_bait_shop,MP_JUP_SM_ISLAND_2/FK_HINT_BAIT_SHOP,0
29,fk_hint_hotel_repair,MP_JUP_SM_ISLAND_2/FK_HINT_HOTEL_REPAIR,0
30,fk_hint_graveyard,MP_JUP_SM_ISLAND_2/FK_HINT_GRAVEYARD,0
31,fk_hint_research_vessel,MP_JUP_SM_ISLAND_2/NOTE_DRAGON,0
32,fk_hint_do_not_touch,MP_JUP_SM_ISLAND_2/FK_HINT_DO_NOT_TOUCH,0
33,escape_hint_a,MP_JUP_ESCAPE5/ESCAPE_HINT_A,0
34,escape_hint_b,MP_JUP_ESCAPE5/ESCAPE_HINT_B,0
35,escape_hint_c,MP_JUP_ESCAPE5/ESCAPE_HINT_C,0
36,escape_hint_d,MP_JUP_ESCAPE5/ESCAPE_HINT_D,0
37,escape_hint_e,MP_JUP_ESCAPE5/ESCAPE_HINT_E,0
38,escape_hint_f,MP_JUP_ESCAPE5/ESCAPE_HINT_F,0
39,escape_hint_g,MP_JUP_ESCAPE5/ESCAPE_HINT_G,0
40,escape_hint_h,MP_JUP_ESCAPE5/ESCAPE_HINT_H,0
